Sample,Magnification,Compound Compositions,Indent Composition,Hardness,Hv,Modulus,Stiffness^2 / Load,Pmax,Hmax,Reporting Depth
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 96.30%|3_FeCoCrNi : 3.70%,3.335,315.2,129.7,6146.1,394.014,2054,69.7
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 42.78%|2_NiCoFeAlCr : 56.64%|Unassigned : 0.59%,6.052,572,163.98,5101.2,413.355,2054,70.1
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 36.25%|2_NiCoFeAlCr : 63.75%,6.357,600.9,171.87,5265.6,406.822,2053,70.3
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 77.61%|1_CoFeNiCrAl : 22.39%,7.253,685.6,181.44,5063.3,421.925,2056,69.9
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 68.55%|1_CoFeNiCrAl : 29.21%|4_NiCoAlFe : 0.49%|Unassigned : 1.75%,7.351,694.8,187.37,5276.8,421.366,2054,70.6
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 91.81%|3_FeCoCrNi : 5.52%|2_NiCoFeAlCr : 2.67%,7.608,719.1,191.25,5279.5,409.845,2053,70.2
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 39.79%|2_NiCoFeAlCr : 58.45%|Unassigned : 1.76%,6.901,652.3,180.18,5258.9,416.475,2062,69.8
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 4.63%|2_NiCoFeAlCr : 95.37%,6.665,630,179.96,5433.4,416.53,2055,70.5
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 98.85%|3_FeCoCrNi : 1.15%,6.182,584.3,198.1,6893,416.317,2057,69.8
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 61.42%|2_NiCoFeAlCr : 38.58%,8.261,780.9,202.06,5332.2,419.653,2060,69.9
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 95.53%|3_FeCoCrNi : 4.47%,8.702,822.5,211.79,5475.8,405.484,2055,70.1
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 25.60%|2_NiCoFeAlCr : 74.40%,8.482,801.7,201.64,5175.6,422.244,2054,70.4
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 69.27%|2_NiCoFeAlCr : 30.73%,6.854,647.8,177.95,5183.9,413.39,2055,69.7
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 1.80%|1_CoFeNiCrAl : 98.20%,5.984,565.6,165.66,5251,408.395,2053,70.2
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 68.79%|3_FeCoCrNi : 0.02%|2_NiCoFeAlCr : 31.19%,7.247,685,190.29,5494.5,422.591,2056,69.7
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 90.42%|1_CoFeNiCrAl : 9.58%,2.322,219.5,99.68,5479.7,422.372,2089,70.2
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 79.81%|1_CoFeNiCrAl : 19.67%|Unassigned : 0.53%,4.668,441.2,149.36,5624.3,400.833,2025,70.4
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 49.09%|2_NiCoFeAlCr : 50.91%,5.661,535.1,163.92,5449.9,403.706,2041,70.1
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 92.55%|2_NiCoFeAlCr : 7.45%,7.309,690.9,200.3,5938.6,417.575,2062,70.2
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 70.58%|1_CoFeNiCrAl : 29.42%,7.758,733.3,196.29,5407.8,420.589,2055,69.9
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 83.87%|2_NiCoFeAlCr : 16.13%,7.666,724.6,194.97,5411.7,409.284,2055,70.2
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 98.71%|3_FeCoCrNi : 1.29%,6.342,599.5,173.87,5385.6,398.755,2056,70.3
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 97.90%|3_FeCoCrNi : 2.10%,7.382,697.7,195.17,5630.2,399.683,2059,69.9
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 83.75%|2_NiCoFeAlCr : 13.85%|Unassigned : 0.59%|3_FeCoCrNi : 1.81%,8.711,823.3,198.9,4925,410.658,2054,69.6
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 95.31%|3_FeCoCrNi : 0.59%|2_NiCoFeAlCr : 3.81%|Unassigned : 0.28%,9.476,895.7,226.69,5626.6,418.464,2055,69.9
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 17.66%|2_NiCoFeAlCr : 81.76%|Unassigned : 0.57%,6.984,660.1,181.86,5278.8,415.308,2055,70.2
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 20.86%|1_CoFeNiCrAl : 78.32%|Unassigned : 0.83%,9.236,873,222.38,5595.4,414.109,2037,70.2
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 32.66%|2_NiCoFeAlCr : 66.75%|Unassigned : 0.59%,6.745,637.6,180.73,5408.1,406.312,2054,69.7
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 40.98%|2_NiCoFeAlCr : 59.02%,7.904,747.1,198.6,5413.9,414.597,2056,69.8
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 93.32%|2_NiCoFeAlCr : 6.09%|3_FeCoCrNi : 0.59%,9.637,910.9,222.67,5371.6,414.538,2055,70
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 99.28%|2_NiCoFeAlCr : 0.72%,9.268,876,224.97,5680.6,414.699,2055,70.1
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 54.74%|1_CoFeNiCrAl : 44.67%|Unassigned : 0.59%,8.114,767,204.74,5549.8,420.08,2056,70.1
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 96.28%|3_FeCoCrNi : 1.36%|Unassigned : 2.36%,9.296,878.7,230.15,5879,420.074,2055,69.7
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 63.96%|2_NiCoFeAlCr : 36.04%,7.162,676.9,191.13,5601.1,426.029,2055,70.2
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 100.00%,6.172,583.4,174.53,5567.9,416.623,2054,70.1
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,1_CoFeNiCrAl : 5.76%|2_NiCoFeAlCr : 85.89%|Unassigned : 0.59%|4_NiCoAlFe : 7.76%,4.952,468.1,147.47,5182.9,425.935,2076,69.8
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 23.92%|1_CoFeNiCrAl : 75.49%|Unassigned : 0.59%,7.409,700.3,191.66,5440.6,413.876,2035,70.2
EP3088D,1_600X,1_CoFeNiCrAl = Fe: 22.06%-Co: 21.1%-Al: 20.88%-Ni: 19.2%-Cr: 16.76% | 2_NiCoFeAlCr = Al: 27.37%-Ni: 23.16%-Co: 20.57%-Fe: 17.69%-Cr: 11.2%-: 0.0% | 3_FeCoCrNi = Fe: 24.74%-Cr: 21.47%-Co: 21.33%-Ni: 16.89%-Al: 15.57%-: 0.0% | 4_NiCoAlFe = Al: 31.51%-Ni: 25.02%-Co: 20.21%-Fe: 14.91%-Cr: 8.35% | Unassigned = Unknown: 100.0%,2_NiCoFeAlCr : 55.13%|1_CoFeNiCrAl : 43.14%|Unassigned : 1.73%,9.075,857.8,214.11,5346.8,409.883,2056,69.9
